Row_ID,Trigger_Type,Stripper,Watcher,Event_Item,Stripper_Lost,Watcher_Lost,Condition_Expr,Priority,Dialogue_Key,Tooltip,Starting_Background_Override
LISA_LOSE_PRACTICE_VS_PLAYER_CLOTHED,ITEM_LOST,LISA,PLAYER,PRACTICE,PRACTICE,NONE,,1,LISA_STRIP_PRACTICE3,,
LISA_LOSE_PRACTICE_VS_PLAYER_LOST_SHIRT,ITEM_LOST,LISA,PLAYER,PRACTICE,PRACTICE,SHIRT,,1,LISA_STRIP_PRACTICE1,,
LISA_LOSE_PRACTICE_VS_PLAYER_LOST_PANTS,ITEM_LOST,LISA,PLAYER,PRACTICE,PRACTICE,SHIRT;PANTS,,1,LISA_STRIP_PRACTICE1,,
LISA_LOSE_SHIRT_VS_PLAYER_CLOTHED,ITEM_LOST,LISA,PLAYER,SHIRT,PRACTICE;SHIRT,NONE,,1,LISA_STRIP_SHIRT3,,
LISA_LOSE_SHIRT_VS_PLAYER_LOST_SHIRT,ITEM_LOST,LISA,PLAYER,SHIRT,PRACTICE;SHIRT,SHIRT,,1,LISA_STRIP_SHIRT2,,
LISA_LOSE_SHIRT_VS_PLAYER_LOST_PANTS,ITEM_LOST,LISA,PLAYER,SHIRT,PRACTICE;SHIRT,SHIRT;PANTS,,1,LISA_STRIP_SHIRT1,,
LISA_LOSE_PANTS_VS_PLAYER_CLOTHED,ITEM_LOST,LISA,PLAYER,PANTS,PRACTICE;SHIRT;PANTS,NONE,,1,LISA_STRIP_PANTS3,,
LISA_LOSE_PANTS_VS_PLAYER_LOST_SHIRT,ITEM_LOST,LISA,PLAYER,PANTS,PRACTICE;SHIRT;PANTS,SHIRT,,1,LISA_STRIP_PANTS2,,
LISA_LOSE_PANTS_VS_PLAYER_LOST_PANTS,ITEM_LOST,LISA,PLAYER,PANTS,PRACTICE;SHIRT;PANTS,SHIRT;PANTS,,1,LISA_STRIP_PANTS1,,
PLAYER_LOSE_SHIRT_VS_LISA_CLOTHED,ITEM_LOST,PLAYER,LISA,SHIRT,SHIRT,NONE,,1,P_STRIP_SHIRT4,,
PLAYER_LOSE_SHIRT_VS_LISA_LOST_PRACTICE,ITEM_LOST,PLAYER,LISA,SHIRT,SHIRT,PRACTICE,,1,P_STRIP_SHIRT1,,
PLAYER_LOSE_SHIRT_VS_LISA_LOST_SHIRT,ITEM_LOST,PLAYER,LISA,SHIRT,SHIRT,PRACTICE;SHIRT,,1,P_STRIP_SHIRT2,,
PLAYER_LOSE_SHIRT_VS_LISA_LOST_PANTS,ITEM_LOST,PLAYER,LISA,SHIRT,SHIRT,PRACTICE;SHIRT;PANTS,,1,P_STRIP_SHIRT3,,
PLAYER_LOSE_PANTS_VS_LISA_CLOTHED,ITEM_LOST,PLAYER,LISA,PANTS,SHIRT;PANTS,NONE,,1,P_STRIP_PANTS4,,
PLAYER_LOSE_PANTS_VS_LISA_LOST_PRACTICE,ITEM_LOST,PLAYER,LISA,PANTS,SHIRT;PANTS,PRACTICE,,1,P_STRIP_PANTS1,,
PLAYER_LOSE_PANTS_VS_LISA_LOST_SHIRT,ITEM_LOST,PLAYER,LISA,PANTS,SHIRT;PANTS,PRACTICE;SHIRT,,1,P_STRIP_PANTS2,,
PLAYER_LOSE_PANTS_VS_LISA_LOST_PANTS,ITEM_LOST,PLAYER,LISA,PANTS,SHIRT;PANTS,PRACTICE;SHIRT;PANTS,,1,P_STRIP_PANTS3,,
PLAYER_LOSE_BOXERS_VS_LISA_CLOTHED,ITEM_LOST,PLAYER,LISA,BOXERS,SHIRT;PANTS;BOXERS,NONE,,1,P_STRIP_ALL4,,
PLAYER_LOSE_BOXERS_VS_LISA_LOST_PRACTICE,ITEM_LOST,PLAYER,LISA,BOXERS,SHIRT;PANTS;BOXERS,PRACTICE,,1,P_STRIP_ALL1,,
PLAYER_LOSE_BOXERS_VS_LISA_LOST_SHIRT,ITEM_LOST,PLAYER,LISA,BOXERS,SHIRT;PANTS;BOXERS,PRACTICE;SHIRT,,1,P_STRIP_ALL2,,
PLAYER_LOSE_BOXERS_VS_LISA_LOST_PANTS,ITEM_LOST,PLAYER,LISA,BOXERS,SHIRT;PANTS;BOXERS,PRACTICE;SHIRT;PANTS,,1,P_STRIP_ALL3,,
